1024	133393
2048	288065
4096	606485
8192	1.28494e+06
16384	2.73972e+06
32768	5.73547e+06
65536	1.22855e+07
131072	2.58092e+07
262144	5.43241e+07
524288	1.16147e+08
1048576	2.42191e+08
2097152	5.09158e+08
4194304	1.13457e+09
1024	134407
2048	287363
4096	606925
8192	1.2895e+06
16384	2.73738e+06
32768	5.74124e+06
65536	1.22818e+07
131072	2.58522e+07
262144	5.43533e+07
524288	1.16448e+08
1048576	2.4245e+08
2097152	5.09121e+08
4194304	1.1353e+09
1024	133474
2048	286890
4096	605875
8192	1.28452e+06
16384	2.73719e+06
32768	5.73738e+06
65536	1.22801e+07
131072	2.58456e+07
262144	5.43039e+07
524288	1.16533e+08
1048576	2.4466e+08
2097152	5.15729e+08
4194304	1.1599e+09
1024	133702
2048	287448
4096	606432
8192	1.28626e+06
16384	2.74348e+06
32768	5.73995e+06
65536	1.22683e+07
131072	2.58299e+07
262144	5.42537e+07
524288	1.16204e+08
1048576	2.43591e+08
2097152	5.12501e+08
4194304	1.1473e+09
