1024	101996
2048	219844
4096	476137
8192	1.05309e+06
16384	1.92443e+06
32768	4.06624e+06
65536	8.61051e+06
131072	1.8132e+07
262144	3.87843e+07
524288	8.53276e+07
1024	97690.2
2048	218078
4096	450709
8192	1.04281e+06
16384	1.92168e+06
32768	4.00374e+06
65536	8.52783e+06
131072	1.78915e+07
262144	3.82167e+07
524288	8.10737e+07
1024	100469
2048	217493
4096	463436
8192	1.02514e+06
16384	1.91421e+06
32768	4.00015e+06
65536	8.57043e+06
131072	1.79863e+07
262144	4.29316e+07
524288	8.11646e+07
1024	100599
2048	225477
4096	474538
8192	1.02287e+06
16384	1.89252e+06
32768	3.99324e+06
65536	8.54593e+06
131072	1.77633e+07
262144	3.83601e+07
524288	8.07074e+07
