1024	91661.5
2048	206932
4096	434228
8192	913094
16384	1.92086e+06
32768	4.27258e+06
65536	8.78804e+06
131072	1.82063e+07
262144	4.04791e+07
524288	8.38459e+07
1048576	1.72845e+08
2097152	3.72675e+08
4194304	7.92115e+08
1024	94185.1
2048	209593
4096	437655
8192	918084
16384	1.93715e+06
32768	4.28502e+06
65536	8.85788e+06
131072	1.84164e+07
262144	4.07599e+07
524288	8.45675e+07
1048576	1.73152e+08
2097152	3.74784e+08
4194304	7.96155e+08
1024	92447.7
2048	206705
4096	433780
8192	909929
16384	1.93075e+06
32768	4.26211e+06
65536	8.80248e+06
131072	1.83281e+07
262144	4.0528e+07
524288	8.4219e+07
1048576	1.73133e+08
2097152	3.74611e+08
4194304	7.98093e+08
1024	93230.4
2048	207666
4096	433713
8192	913320
16384	1.92185e+06
32768	4.27267e+06
65536	8.78348e+06
131072	1.82557e+07
262144	4.04066e+07
524288	8.42857e+07
1048576	1.73021e+08
2097152	3.74217e+08
4194304	7.99208e+08
