1024	96353.2
2048	201197
4096	453738
8192	932493
16384	1.90624e+06
32768	4.34804e+06
65536	9.04886e+06
131072	1.86236e+07
262144	3.93378e+07
524288	8.64162e+07
1048576	1.77035e+08
2097152	3.63695e+08
4194304	8.04861e+08
1024	94897.8
2048	199345
4096	450871
8192	943043
16384	1.95139e+06
32768	4.35344e+06
65536	9.01103e+06
131072	1.8603e+07
262144	3.91704e+07
524288	8.55999e+07
1048576	1.76303e+08
2097152	3.63194e+08
4194304	8.07906e+08
1024	95884.3
2048	201111
4096	450709
8192	937518
16384	1.90404e+06
32768	4.33262e+06
65536	9.03433e+06
131072	1.85321e+07
262144	3.92436e+07
524288	8.54824e+07
1048576	1.7641e+08
2097152	3.63306e+08
4194304	8.05204e+08
1024	96378.8
2048	202979
4096	457327
8192	944890
16384	1.93863e+06
32768	4.40404e+06
65536	9.1681e+06
131072	1.87792e+07
262144	3.96551e+07
524288	8.64562e+07
1048576	1.78138e+08
2097152	3.67121e+08
4194304	8.1755e+08
