1024	94305
2048	213834
4096	438694
8192	919317
16384	2.06892e+06
32768	4.22124e+06
65536	8.68004e+06
131072	1.8731e+07
262144	3.92882e+07
524288	8.17697e+07
1048576	1.73593e+08
2097152	3.64607e+08
4194304	7.77689e+08
1024	93575
2048	210185
4096	431723
8192	884988
16384	2.00435e+06
32768	4.11609e+06
65536	8.43194e+06
131072	1.84219e+07
262144	3.88323e+07
524288	8.05917e+07
1048576	1.71245e+08
2097152	3.62304e+08
4194304	7.73855e+08
1024	92390.4
2048	210104
4096	434673
8192	889384
16384	2.01318e+06
32768	4.15604e+06
65536	8.43675e+06
131072	1.84693e+07
262144	3.88785e+07
524288	8.0998e+07
1048576	1.71497e+08
2097152	3.62256e+08
4194304	7.73763e+08
1024	94016.4
2048	212985
4096	438020
8192	895014
16384	2.02279e+06
32768	4.13804e+06
65536	8.49899e+06
131072	1.86942e+07
262144	3.9154e+07
524288	8.10649e+07
1048576	1.7235e+08
2097152	3.62894e+08
4194304	7.73169e+08
