1024	132262
2048	282183
4096	593870
8192	1.26029e+06
16384	2.67634e+06
32768	5.65679e+06
65536	1.19339e+07
131072	2.52144e+07
262144	5.33364e+07
524288	1.12685e+08
1048576	2.36558e+08
2097152	4.96295e+08
4194304	1.07888e+09
1024	132429
2048	280667
4096	593547
8192	1.25924e+06
16384	2.67543e+06
32768	5.65867e+06
65536	1.19469e+07
131072	2.51908e+07
262144	5.34756e+07
524288	1.13216e+08
1048576	2.38208e+08
2097152	5.0031e+08
4194304	1.09075e+09
1024	132669
2048	282290
4096	595137
8192	1.26429e+06
16384	2.6793e+06
32768	5.65529e+06
65536	1.19556e+07
131072	2.52201e+07
262144	5.34064e+07
524288	1.12631e+08
1048576	2.36326e+08
2097152	4.96068e+08
4194304	1.07742e+09
1024	132393
2048	280730
4096	592474
8192	1.26219e+06
16384	2.68115e+06
32768	5.66588e+06
65536	1.19849e+07
131072	2.52188e+07
262144	5.34038e+07
524288	1.12735e+08
1048576	2.36629e+08
2097152	4.96368e+08
4194304	1.07807e+09
