250000000	2.2275e-06
125000000	2.2678e-06
62500000	2.059e-06
31250000	1.8766e-06
15625000	1.6852e-06
7812500	1.6048e-06
3906250	1.5056e-06
1953125	1.4841e-06
976562	1.3555e-06
488281	1.3089e-06
244140	1.223e-06
122070	1.1157e-06
61035	1.0035e-06
30517	9.588e-07
15258	1.0631e-06
7629	8.735e-07
3814	9.312e-07
1907	8.025e-07
953	8.729e-07
476	7.557e-07
238	8.334e-07
119	6.854e-07
59	7.521e-07
29	6.252e-07
14	5.887e-07
7	6.546e-07
3	5.465e-07
1	4.883e-07
250000000	4.2951e-06
125000000	2.275e-06
62500000	2.0804e-06
31250000	1.8413e-06
15625000	1.7079e-06
7812500	1.7107e-06
3906250	1.5527e-06
1953125	1.4325e-06
976562	1.3636e-06
488281	1.1258e-06
244140	1.0557e-06
122070	1.1744e-06
61035	1.1145e-06
30517	1.0288e-06
15258	9.495e-07
7629	9.425e-07
3814	8.354e-07
1907	9.196e-07
953	8.352e-07
476	8.154e-07
238	7.197e-07
119	7.594e-07
59	6.598e-07
29	7.423e-07
14	6.219e-07
7	5.687e-07
3	6.297e-07
1	5.008e-07
250000000	2.1935e-06
125000000	2.2978e-06
62500000	2.2279e-06
31250000	1.9519e-06
15625000	1.7888e-06
7812500	1.6581e-06
3906250	1.4154e-06
1953125	1.2573e-06
976562	1.2889e-06
488281	1.1215e-06
244140	1.1686e-06
122070	1.0917e-06
61035	9.893e-07
30517	9.742e-07
15258	9.198e-07
7629	8.988e-07
3814	8.57e-07
1907	9.066e-07
953	8.076e-07
476	8.138e-07
238	8.282e-07
119	7.86e-07
59	7.352e-07
29	7.475e-07
14	7.703e-07
7	6.62e-07
3	6.137e-07
1	5.984e-07
250000000	2.4709e-06
125000000	2.6301e-06
62500000	2.5048e-06
31250000	2.1241e-06
15625000	1.9401e-06
7812500	1.8139e-06
3906250	1.626e-06
1953125	1.4748e-06
976562	1.4743e-06
488281	1.3365e-06
244140	1.3597e-06
122070	1.3261e-06
61035	1.2695e-06
30517	1.2347e-06
15258	1.1328e-06
7629	1.1365e-06
3814	1.1878e-06
1907	1.0073e-06
953	1.0315e-06
476	1.0289e-06
238	9.221e-07
119	8.994e-07
59	8.527e-07
29	8.505e-07
14	8.478e-07
7	7.609e-07
3	7.384e-07
1	7.02e-07
