2200	27545209049
2100	24050379026
2000	21047201351
1900	17864370243
1800	15123944585
1700	13251220827
1600	10811557795
1500	8841115066
1400	7147168011
1300	5717175209
1200	4515478820
1100	3428608578
1000	2727908143
900	2116170846
800	1321375499
700	884387315
600	590156063
500	351715182
400	165660391
300	70254485
200	20957775
100	2691102
2200	27477996748
2100	23920993171
2000	20637667776
1900	17688041763
1800	15050748959
1700	12694526977
1600	10582671009
1500	8706415438
1400	7074681379
1300	5677396622
1200	4536492309
1100	3480045247
1000	2577341925
900	1881778750
800	1321555904
700	883829870
600	561192867
500	323613323
400	165881009
300	70178251
200	20970172
100	2692105
