2200	15581508449
2100	13444515870
2000	11513867572
1900	9792724175
1800	8250662125
1700	6893480570
1600	5698461194
1500	4450822668
1400	3751762972
1300	2979866192
1200	2321804349
1100	1773354268
1000	1320267932
900	971978887
800	663293588
700	362349980
600	259848569
500	169534823
400	58448134
300	2540228
200	565341
100	65344
