2200	52292128418
2100	57972853680
2000	33984541634
1900	46690125367
1800	28885753143
1700	30956106957
1600	20784326013
1500	17157456337
1400	14219140122
1300	7777832227
1200	6385314405
1100	5011264482
1000	3726423834
900	2862056996
800	2377605959
700	1274954208
600	788421746
500	449346302
400	218579054
300	87554247
200	24654720
100	3125134
2200	51440274459
2100	57539069268
2000	33932234909
1900	42106343776
1800	29996671726
1700	30877332553
1600	22061020468
1500	17467653873
1400	13957758836
1300	7805751614
1200	6404976385
1100	6187984747
1000	3674474999
900	3927943951
800	1802316169
700	1278471999
600	790139068
500	449427903
400	219020704
300	87870140
200	24669433
100	3136764
